"T"	"P"	"rho"	"logK"	"G"	"H"	"S"	"V"	"Cp"	"info"
279	50	1.0024	56.1935	-300150.3872	-255578.9049	152.349	1.3946	113.4246	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
280	50	1.0023	56.0212	-300302.8755	-255501.3391	152.6265	0.7669	109.9824	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
281	50	1.0022	55.8502	-300455.638	-255425.2888	152.8976	0.1659	106.7949	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
282	50	1.0022	55.6805	-300608.6687	-255350.6375	153.1628	-0.4098	103.8412	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
283	50	1.0021	55.5121	-300761.9618	-255277.2777	153.4225	-0.9615	101.1022	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
284	50	1.002	55.3449	-300915.512	-255205.1094	153.6771	-1.4906	98.5609	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
285	50	1.0019	55.1789	-301069.3143	-255134.0403	153.9269	-1.9981	96.2017	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
286	50	1.0017	55.0141	-301223.3642	-255063.9845	154.1722	-2.485	94.0107	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
287	50	1.0016	54.8505	-301377.6575	-254994.8619	154.4135	-2.9526	91.9752	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
288	50	1.0014	54.688	-301532.19	-254926.5982	154.6509	-3.4015	90.0836	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
289	50	1.0013	54.5268	-301686.9582	-254859.1238	154.8848	-3.8327	88.3256	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
290	50	1.0011	54.3667	-301841.9585	-254792.374	155.1154	-4.2471	86.6916	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
291	50	1.0009	54.2077	-301997.1879	-254726.2879	155.3429	-4.6454	85.1729	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
292	50	1.0007	54.0499	-302152.6434	-254660.8087	155.5675	-5.0282	83.7618	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
293	50	1.0005	53.8931	-302308.3221	-254595.8826	155.7895	-5.3963	82.4511	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
294	50	1.0003	53.7375	-302464.2215	-254531.4595	156.009	-5.7503	81.2342	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
295	50	1	53.583	-302620.3393	-254467.4918	156.2262	-6.0908	80.1051	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
296	50	0.9998	53.4296	-302776.6732	-254403.9345	156.4413	-6.4183	79.0585	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
297	50	0.9996	53.2772	-302933.2212	-254340.7454	156.6544	-6.7333	78.0892	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
298	50	0.9993	53.1259	-303089.9814	-254277.884	156.8657	-7.0364	77.1928	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
299	50	0.999	52.9757	-303246.952	-254215.312	157.0753	-7.3281	76.3651	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
300	50	0.9988	52.8264	-303404.1315	-254152.9931	157.2834	-7.6086	75.6022	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
301	50	0.9985	52.6782	-303561.5184	-254090.8924	157.4901	-7.8785	74.9006	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
302	50	0.9982	52.5311	-303719.1112	-254028.9767	157.6954	-8.1382	74.257	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
303	50	0.9979	52.3849	-303876.9088	-253967.2141	157.8996	-8.388	73.6685	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
304	50	0.9976	52.2397	-304034.91	-253905.5741	158.1027	-8.6282	73.1324	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
305	50	0.9972	52.0955	-304193.1138	-253844.0274	158.3048	-8.8592	72.646	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
306	50	0.9969	51.9523	-304351.5193	-253782.5455	158.5061	-9.0814	72.2071	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
307	50	0.9966	51.8101	-304510.1257	-253721.1014	158.7065	-9.2949	71.8135	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
308	50	0.9962	51.6688	-304668.9322	-253659.6685	158.9063	-9.5001	71.4631	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
309	50	0.9959	51.5285	-304827.9381	-253598.2215	159.1055	-9.6973	71.1541	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
310	50	0.9955	51.3891	-304987.143	-253536.7355	159.3042	-9.8867	70.8849	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
311	50	0.9952	51.2506	-305146.5463	-253475.1866	159.5024	-10.0685	70.6537	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
312	50	0.9948	51.1131	-305306.1476	-253413.5515	159.7002	-10.243	70.4591	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
313	50	0.9944	50.9764	-305465.9467	-253351.8074	159.8978	-10.4104	70.2996	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
314	50	0.994	50.8407	-305625.9432	-253289.9323	160.0952	-10.5708	70.1739	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
315	50	0.9936	50.7059	-305786.137	-253227.9045	160.2924	-10.7246	70.0808	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
316	50	0.9932	50.5719	-305946.528	-253165.7031	160.4896	-10.8719	70.0191	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
317	50	0.9928	50.4389	-306107.1162	-253103.3073	160.6867	-11.0128	69.9877	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
318	50	0.9924	50.3067	-306267.9015	-253040.6971	160.8839	-11.1475	69.9854	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
319	50	0.992	50.1753	-306428.8841	-252977.8526	161.0812	-11.2762	70.0112	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
320	50	0.9916	50.0448	-306590.064	-252914.7545	161.2787	-11.3991	70.0641	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
321	50	0.9911	49.9152	-306751.4416	-252851.3838	161.4764	-11.5163	70.1432	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
322	50	0.9907	49.7864	-306913.0171	-252787.7219	161.6745	-11.6279	70.2474	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
323	50	0.9902	49.6584	-307074.7907	-252723.7504	161.8728	-11.734	70.3758	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
324	50	0.9898	49.5312	-307236.7629	-252659.4514	162.0716	-11.8349	70.5274	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
325	50	0.9893	49.4049	-307398.9341	-252594.8071	162.2708	-11.9305	70.7012	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
326	50	0.9888	49.2794	-307561.3047	-252529.8001	162.4705	-12.0211	70.8963	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
327	50	0.9884	49.1546	-307723.8754	-252464.4133	162.6708	-12.1068	71.1116	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
328	50	0.9879	49.0307	-307886.6466	-252398.6297	162.8716	-12.1876	71.346	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
329	50	0.9874	48.9075	-308049.6191	-252332.4328	163.0732	-12.2636	71.5985	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
330	50	0.9869	48.7852	-308212.7934	-252265.8062	163.2754	-12.335	71.8678	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
331	50	0.9864	48.6636	-308376.1704	-252198.7338	163.4783	-12.4019	72.1528	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
332	50	0.9859	48.5427	-308539.7507	-252131.1997	163.682	-12.4643	72.4521	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
333	50	0.9854	48.4226	-308703.5352	-252063.1882	163.8866	-12.5223	72.7643	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
334	50	0.9849	48.3033	-308867.5247	-251994.6839	164.092	-12.576	73.0879	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
335	50	0.9844	48.1847	-309031.7202	-251925.6717	164.2983	-12.6255	73.4212	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
336	50	0.9839	48.0669	-309196.1225	-251856.1367	164.5056	-12.6708	73.7626	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
337	50	0.9833	47.9497	-309360.7327	-251786.0641	164.7138	-12.7121	74.1101	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
338	50	0.9828	47.8334	-309525.5517	-251715.4395	164.9231	-12.7494	74.4616	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
339	50	0.9822	47.7177	-309690.5807	-251644.2488	165.1334	-12.7827	74.8148	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
340	50	0.9817	47.6027	-309855.8207	-251572.4779	165.3448	-12.8122	75.1675	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
341	50	0.9811	47.4885	-310021.2729	-251500.1133	165.5573	-12.8378	75.5168	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
342	50	0.9806	47.3749	-310186.9384	-251427.1415	165.771	-12.8597	75.8599	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
343	50	0.98	47.2621	-310352.8184	-251353.5494	165.9859	-12.8779	76.1936	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
344	50	0.9794	47.1499	-310518.9142	-251279.3243	166.2019	-12.8924	76.5146	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
345	50	0.9789	47.0384	-310685.2271	-251204.4535	166.4193	-12.9034	76.8191	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
346	50	0.9783	46.9276	-310851.7584	-251128.9251	166.6379	-12.9108	77.1031	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
347	50	0.9777	46.8175	-311018.5094	-251052.7271	166.8578	-12.9148	77.3622	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
348	50	0.9771	46.708	-311185.4816	-250975.848	167.0791	-12.9152	77.5917	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
349	50	0.9765	46.5992	-311352.6762	-250898.277	167.3017	-12.9123	77.7865	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
350	50	0.9759	46.491	-311520.0949	-250820.0032	167.5256	-12.9061	77.9409	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
351	50	0.9753	46.3835	-311687.739	-250741.0166	167.751	-12.8965	78.049	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
352	50	0.9747	46.2767	-311855.6102	-250661.3074	167.9778	-12.8837	78.1043	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
353	50	0.9741	46.1704	-312023.7099	-250580.8664	168.206	-12.8676	78.0997	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
354	50	0.9735	46.0648	-312192.0397	-250499.6848	168.4357	-12.8483	78.0278	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
355	50	0.9729	45.9599	-312360.6013	-250417.7547	168.6668	-12.8259	77.8803	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
356	50	0.9722	45.8556	-312529.3962	-250335.0684	168.8995	-12.8004	77.6486	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
357	50	0.9716	45.7518	-312698.4263	-250251.6191	169.1336	-12.7718	77.3232	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
358	50	0.9709	45.6487	-312867.693	-250167.4008	169.3692	-12.7402	76.8941	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
359	50	0.9703	45.5462	-313037.1983	-250082.4079	169.6063	-12.7056	76.3504	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
360	50	0.9697	45.4444	-313206.9439	-249996.6359	169.845	-12.668	75.6805	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
361	50	0.969	45.3431	-313376.9315	-249910.081	170.0851	-12.6275	74.8721	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
362	50	0.9683	45.2424	-313547.1631	-249822.7403	170.3268	-12.5841	73.9119	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
363	50	0.9677	45.1423	-313717.6404	-249734.612	170.57	-12.5378	72.7858	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
364	50	0.967	45.0427	-313888.3653	-249645.6953	170.8147	-12.4887	71.4786	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
365	50	0.9663	44.9438	-314059.3397	-249555.9902	171.0609	-12.4369	69.9742	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
366	50	0.9657	44.8455	-314230.5657	-249465.4983	171.3086	-12.3823	68.2555	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
367	50	0.965	44.7477	-314402.0451	-249374.2222	171.5578	-12.325	66.3044	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
368	50	0.9643	44.6504	-314573.78	-249282.1658	171.8084	-12.265	64.1013	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
369	50	0.9636	44.5538	-314745.7724	-249189.3346	172.0605	-12.2024	61.6258	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
370	50	0.9629	44.4577	-314918.0243	-249095.7353	172.314	-12.1372	58.856	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
371	50	0.9622	44.3621	-315090.5379	-249001.3765	172.5688	-12.0695	55.7688	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
372	50	0.9615	44.2671	-315263.3152	-248906.2682	172.8251	-11.9993	52.3396	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
373	50	0.9608	44.1727	-315436.3584	-248810.4223	173.0826	-11.9266	48.5425	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
374	50	0.9601	44.0788	-315609.6696	-248713.8526	173.3414	-11.8515	44.3501	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
375	50	0.9594	43.9854	-315783.2511	-248616.5749	173.6015	-11.774	39.7334	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
376	50	0.9586	43.8926	-315957.1051	-248518.607	173.8627	-11.6943	34.6618	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
377	50	0.9579	43.8003	-316131.2338	-248419.9691	174.1251	-11.6122	29.1029	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
378	50	0.9572	43.7085	-316305.6396	-248320.6834	174.3885	-11.528	23.0229	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
379	50	0.9564	43.6173	-316480.3246	-248220.775	174.6529	-11.4416	16.3857	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
380	50	0.9557	43.5265	-316655.2913	-248120.2713	174.9182	-11.3531	9.1536	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
381	50	0.9549	43.4363	-316830.542	-248019.2026	175.1843	-11.2626	1.2869	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
382	50	0.9542	43.3466	-317006.0791	-247917.602	175.4512	-11.1702	-7.2561	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
383	50	0.9534	43.2574	-317181.905	-247815.5057	175.7187	-11.0758	-16.5194	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
384	50	0.9527	43.1687	-317358.0222	-247712.953	175.9868	-10.9796	-26.549	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
385	50	0.9519	43.0805	-317534.433	-247609.9867	176.2554	-10.8816	-37.3933	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
386	50	0.9512	42.9928	-317711.1402	-247506.653	176.5243	-10.782	-49.1029	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
387	50	0.9504	42.9056	-317888.146	-247403.0018	176.7933	-10.6808	-61.7311	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
388	50	0.9496	42.8189	-318065.4532	-247299.087	177.0625	-10.5781	-75.3336	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
389	50	0.9488	42.7327	-318243.0642	-247194.9663	177.3316	-10.474	-89.9685	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
390	50	0.948	42.647	-318420.9817	-247090.7019	177.6004	-10.3686	-105.6968	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
391	50	0.9473	42.5617	-318599.2083	-246986.3604	177.8689	-10.262	-122.5825	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
392	50	0.9465	42.4769	-318777.7467	-246882.013	178.1368	-10.1543	-140.692	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
393	50	0.9457	42.3926	-318956.5995	-246777.7357	178.4039	-10.0456	-160.095	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
394	50	0.9449	42.3088	-319135.7694	-246673.6096	178.6702	-9.936	-180.8643	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
395	50	0.9441	42.2254	-319315.2593	-246569.7213	178.9352	-9.8257	-203.0757	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
396	50	0.9432	42.1425	-319495.0717	-246466.1626	179.199	-9.7148	-226.8084	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
397	50	0.9424	42.06	-319675.2097	-246363.0314	179.4611	-9.6034	-252.145	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
398	50	0.9416	41.978	-319855.6758	-246260.4314	179.7214	-9.4917	-279.1713	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
399	50	0.9408	41.8965	-320036.4731	-246158.4727	179.9797	-9.3798	-307.9771	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
400	50	0.94	41.8154	-320217.6042	-246057.2718	180.2355	-9.2679	-338.6557	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
401	50	0.9391	41.7348	-320399.0722	-245956.9521	180.4888	-9.1561	-371.3042	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
402	50	0.9383	41.6546	-320580.88	-245857.6441	180.7391	-9.0447	-406.0236	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
403	50	0.9375	41.5748	-320763.0304	-245759.4856	180.9862	-8.9338	-442.9191	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
404	50	0.9366	41.4955	-320945.5265	-245662.622	181.2297	-8.8236	-482.1	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
405	50	0.9358	41.4166	-321128.3713	-245567.2068	181.4692	-8.7144	-523.6797	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
406	50	0.9349	41.3382	-321311.5677	-245473.4016	181.7045	-8.6063	-567.7763	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
407	50	0.934	41.2602	-321495.1187	-245381.3768	181.9352	-8.4995	-614.5124	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
408	50	0.9332	41.1826	-321679.0276	-245291.3115	182.1608	-8.3943	-664.015	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
409	50	0.9323	41.1054	-321863.2973	-245203.3942	182.3809	-8.291	-716.4164	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
410	50	0.9315	41.0287	-322047.9309	-245117.8228	182.5951	-8.1898	-771.8533	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
411	50	0.9306	40.9524	-322232.9316	-245034.8054	182.8029	-8.0909	-830.468	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
412	50	0.9297	40.8765	-322418.3026	-244954.5602	183.0039	-7.9948	-892.4077	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
413	50	0.9288	40.801	-322604.047	-244877.3161	183.1976	-7.9015	-957.8252	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
414	50	0.9279	40.7259	-322790.168	-244803.3133	183.3834	-7.8116	-1026.8786	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
415	50	0.927	40.6513	-322976.6689	-244732.8032	183.5608	-7.7252	-1099.732	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
416	50	0.9261	40.577	-323163.5529	-244666.0492	183.7293	-7.6428	-1176.5551	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
417	50	0.9252	40.5032	-323350.8233	-244603.327	183.8882	-7.5647	-1257.5239	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
418	50	0.9243	40.4297	-323538.4834	-244544.9248	184.0369	-7.4912	-1342.8203	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
419	50	0.9234	40.3567	-323726.5365	-244491.1443	184.1749	-7.4228	-1432.6329	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
420	50	0.9225	40.284	-323914.9859	-244442.3006	184.3013	-7.3598	-1527.1565	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
421	50	0.9216	40.2118	-324103.8351	-244398.7229	184.4157	-7.3027	-1626.593	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
422	50	0.9207	40.1399	-324293.0874	-244360.7549	184.5171	-7.252	-1731.1509	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
423	50	0.9198	40.0684	-324482.7461	-244328.7555	184.6049	-7.208	-1841.0461	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
424	50	0.9188	39.9973	-324672.8148	-244303.0989	184.6783	-7.1713	-1956.5016	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
425	50	0.9179	39.9266	-324863.2969	-244284.1756	184.7365	-7.1424	-2077.7483	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
426	50	0.9169	39.8563	-325054.1959	-244272.3925	184.7786	-7.1217	-2205.0243	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
427	50	0.916	39.7864	-325245.5152	-244268.1738	184.8038	-7.1099	-2338.5763	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
428	50	0.9151	39.7168	-325437.2583	-244271.9613	184.8112	-7.1075	-2478.6587	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
429	50	0.9141	39.6476	-325629.4289	-244284.2148	184.7998	-7.1151	-2625.5342	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
430	50	0.9131	39.5788	-325822.0304	-244305.412	184.7686	-7.1333	-2779.4724	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
431	50	0.9122	39.5104	-326015.0664	-244336.0475	184.7167	-7.1627	-2940.7516	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
432	50	0.9112	39.4423	-326208.5405	-244376.6337	184.643	-7.2041	-3109.6596	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
433	50	0.9102	39.3746	-326402.4564	-244427.7015	184.5465	-7.258	-3286.4938	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
434	50	0.9093	39.3073	-326596.8177	-244489.8015	184.426	-7.3252	-3471.5613	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
435	50	0.9083	39.2403	-326791.6283	-244563.5043	184.2805	-7.4064	-3665.1795	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
436	50	0.9073	39.1737	-326986.8917	-244649.4011	184.1086	-7.5022	-3867.6762	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
437	50	0.9063	39.1075	-327182.612	-244748.1052	183.9094	-7.6135	-4079.3896	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
438	50	0.9053	39.0416	-327378.793	-244860.2517	183.6813	-7.741	-4300.6691	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
439	50	0.9043	38.9761	-327575.4385	-244986.4992	183.4233	-7.8854	-4531.8755	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
440	50	0.9033	38.9109	-327772.5526	-245127.5303	183.1339	-8.0475	-4773.381	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
441	50	0.9023	38.846	-327970.1394	-245284.052	182.8117	-8.2281	-5025.57	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
442	50	0.9013	38.7816	-328168.203	-245456.7972	182.4554	-8.4279	-5288.8392	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
443	50	0.9003	38.7174	-328366.7476	-245646.5253	182.0634	-8.6477	-5563.5982	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
444	50	0.8993	38.6536	-328565.7774	-245854.0227	181.6343	-8.8885	-5850.2696	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
445	50	0.8983	38.5902	-328765.2969	-246080.1046	181.1665	-9.1509	-6149.2896	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
446	50	0.8972	38.5271	-328965.3104	-246325.615	180.6582	-9.4358	-6461.1085	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
447	50	0.8962	38.4643	-329165.8225	-246591.4284	180.108	-9.744	-6786.191	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
448	50	0.8951	38.4019	-329366.8377	-246878.4504	179.514	-10.0765	-7125.0167	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
449	50	0.8941	38.3398	-329568.3609	-247187.619	178.8744	-10.434	-7478.0806	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
450	50	0.8931	38.2781	-329770.3966	-247519.9054	178.1875	-10.8174	-7845.8938	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
451	50	0.892	38.2167	-329972.95	-247876.3154	177.4513	-11.2276	-8228.9835	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
452	50	0.8909	38.1556	-330176.0258	-248257.8904	176.6638	-11.6655	-8627.8942	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
453	50	0.8899	38.0948	-330379.6292	-248665.7087	175.823	-12.1321	-9043.1878	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
454	50	0.8888	38.0344	-330583.7654	-249100.8867	174.9268	-12.6282	-9475.4443	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
455	50	0.8877	37.9743	-330788.4396	-249564.58	173.9731	-13.1547	-9925.2628	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
456	50	0.8867	37.9145	-330993.6573	-250057.9851	172.9595	-13.7126	-10393.2615	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
457	50	0.8856	37.8551	-331199.424	-250582.3405	171.8839	-14.303	-10880.0787	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
458	50	0.8845	37.796	-331405.7452	-251138.928	170.7439	-14.9267	-11386.3739	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
459	50	0.8834	37.7372	-331612.6268	-251729.0747	169.5369	-15.5847	-11912.8276	"4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O"
